,age,Medu,traveltime,studytime,failures,goout,Dalc,absences,address_U,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,higher_yes,internet_yes,romantic_yes,G3
13,0.1428571428571428,1.0,0.0,0.6666666666666667,0.0,1.0,0.0,0.05333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16
14,0.1428571428571428,0.5,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13
15,0.2857142857142856,0.25,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.013333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10
16,0.0,0.75,0.0,0.6666666666666667,0.0,0.25,0.0,0.02666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12
17,0.4285714285714284,0.75,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
18,0.2857142857142856,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
19,0.2857142857142856,0.25,0.0,0.0,0.3333333333333333,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
20,0.2857142857142856,0.25,0.0,0.3333333333333333,0.0,1.0,0.0,0.02666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11
21,0.2857142857142856,0.25,0.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9
22,0.2857142857142856,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9
23,0.4285714285714284,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11
24,0.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.0,0.05333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12
25,0.5714285714285712,0.5,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13
26,0.2857142857142856,0.5,0.0,0.3333333333333333,0.0,0.5,0.25,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14
27,0.2857142857142856,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
28,0.4285714285714284,1.0,0.6666666666666667,0.3333333333333333,0.0,0.25,0.75,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11
29,0.4285714285714284,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.21333333333333335,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
30,0.1428571428571428,0.5,0.6666666666666667,0.3333333333333333,0.0,0.75,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14
31,0.1428571428571428,1.0,0.0,0.0,0.0,0.25,0.25,0.21333333333333335,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8
32,0.1428571428571428,1.0,0.0,0.0,0.0,1.0,0.25,0.10666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,18
33,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.02666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14
34,0.5714285714285712,0.5,0.0,0.6666666666666667,0.3333333333333333,0.25,0.0,0.5333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11
35,0.2857142857142856,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12
36,0.8571428571428572,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10
37,0.2857142857142856,0.25,0.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
38,0.2857142857142856,0.75,0.0,0.6666666666666667,0.0,0.5,0.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13
39,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14
40,0.4285714285714284,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
41,0.1428571428571428,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12
42,0.1428571428571428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
43,0.2857142857142856,0.75,0.0,0.3333333333333333,0.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,16
44,0.1428571428571428,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.05333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11
45,0.1428571428571428,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.21333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10
46,0.2857142857142856,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13
47,0.1428571428571428,1.0,0.0,0.6666666666666667,0.0,1.0,0.0,0.02666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14
48,0.5714285714285712,0.5,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11
49,0.1428571428571428,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17
50,0.2857142857142856,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.04,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8
51,0.0,0.25,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14
52,0.2857142857142856,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15
53,0.4285714285714284,1.0,0.0,0.0,0.0,1.0,0.5,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11
54,0.5714285714285712,0.5,0.0,0.6666666666666667,0.3333333333333333,0.25,0.0,0.05333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
55,0.4285714285714284,0.5,1.0,0.3333333333333333,0.0,0.25,0.75,0.18666666666666668,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9
56,0.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15
57,0.2857142857142856,0.5,0.0,0.0,0.0,0.75,0.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,12
58,0.1428571428571428,0.75,0.0,0.3333333333333333,0.0,0.5,0.0,0.18666666666666668,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11
59,0.1428571428571428,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10
60,0.2857142857142856,0.75,0.0,0.6666666666666667,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9
61,0.0,0.25,0.0,0.3333333333333333,0.0,0.75,0.25,0.08,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11
62,0.4285714285714284,0.5,0.0,0.3333333333333333,0.3333333333333333,0.25,0.0,0.10666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8
63,0.2857142857142856,0.0,0.3333333333333333,0.0,0.0,0.75,0.5,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
64,0.1428571428571428,0.75,0.0,0.3333333333333333,0.0,1.0,0.0,0.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13
65,0.2857142857142856,0.75,0.0,0.0,0.0,1.0,0.5,0.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,16
66,0.4285714285714284,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13
67,0.2857142857142856,1.0,0.3333333333333333,0.0,0.0,0.75,0.25,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8
68,1.0,0.75,0.0,0.0,1.0,1.0,1.0,0.21333333333333335,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8
69,0.1428571428571428,0.75,0.0,0.0,0.0,0.25,0.5,0.10666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
70,0.1428571428571428,1.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.013333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11
71,0.4285714285714284,0.5,0.0,0.3333333333333333,0.0,0.75,0.0,0.14666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12
72,0.2857142857142856,0.75,0.0,0.3333333333333333,0.0,0.75,0.25,0.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14
73,0.2857142857142856,0.25,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.75,0.0,0.18666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11
74,0.2857142857142856,0.5,0.0,0.6666666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15
75,0.4285714285714284,1.0,0.0,0.0,0.0,0.25,0.25,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,16
76,0.2857142857142856,0.75,0.0,0.3333333333333333,0.0,0.75,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6
77,0.1428571428571428,0.75,0.0,0.6666666666666667,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14
78,0.4285714285714284,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14
79,0.4285714285714284,0.75,0.0,0.6666666666666667,0.0,0.5,1.0,0.13333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11
80,0.4285714285714284,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.05333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
81,0.1428571428571428,0.25,0.0,0.6666666666666667,0.0,0.75,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13
82,0.2857142857142856,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.29333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4
83,0.4285714285714284,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10
84,0.4285714285714284,0.75,0.0,0.3333333333333333,0.0,0.25,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13
85,0.2857142857142856,1.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10
86,0.2857142857142856,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11
87,0.1428571428571428,1.0,0.3333333333333333,0.6666666666666667,0.0,0.5,0.0,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15
88,0.1428571428571428,0.75,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13
89,0.5714285714285712,0.75,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10
90,0.1428571428571428,0.5,0.3333333333333333,0.0,0.0,0.5,0.25,0.05333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
91,0.1428571428571428,0.5,0.0,0.0,0.0,0.25,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10
92,0.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.0,0.02666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,18
93,0.2857142857142856,0.25,0.0,0.3333333333333333,0.0,0.5,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10
94,0.1428571428571428,1.0,0.0,0.0,0.0,0.75,0.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14
95,0.1428571428571428,0.5,0.6666666666666667,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16
96,0.1428571428571428,0.5,0.3333333333333333,0.0,0.0,0.5,0.25,0.05333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11
97,0.4285714285714284,0.25,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.25,0.0,0.02666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
98,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6
99,0.5714285714285712,0.75,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
100,0.1428571428571428,0.5,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,0.02666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8
101,0.0,0.75,1.0,0.3333333333333333,0.0,0.5,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,11
102,0.4285714285714284,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15
103,0.1428571428571428,0.25,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10
104,0.1428571428571428,0.25,0.3333333333333333,0.0,0.0,0.25,0.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13
105,0.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15
106,0.2857142857142856,0.75,0.3333333333333333,0.0,1.0,0.25,0.0,0.13333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8
107,0.1428571428571428,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
108,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.14666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12
109,0.5714285714285712,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9
110,0.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,18
111,0.1428571428571428,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,0.10666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
112,0.5714285714285712,0.75,0.0,1.0,0.0,0.5,0.0,0.13333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8
113,0.1428571428571428,0.5,0.0,0.3333333333333333,0.3333333333333333,0.25,0.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
114,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13
115,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11
116,0.0,1.0,0.0,0.6666666666666667,0.0,0.25,0.0,0.02666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11
117,0.4285714285714284,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8
118,0.2857142857142856,0.5,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25,0.10666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9
119,0.4285714285714284,1.0,0.6666666666666667,0.0,0.0,0.5,0.25,0.09333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6
120,0.1428571428571428,0.75,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8
121,0.2857142857142856,0.75,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13
122,0.4285714285714284,1.0,0.6666666666666667,0.3333333333333333,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
123,0.0,0.75,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
124,0.2857142857142856,0.5,0.6666666666666667,0.0,0.0,0.5,0.0,0.02666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11
125,0.4285714285714284,0.75,0.0,1.0,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15
126,0.2857142857142856,0.0,0.3333333333333333,0.6666666666666667,0.0,0.5,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15
127,0.4285714285714284,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10
128,0.2857142857142856,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.3066666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13
129,0.1428571428571428,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10
130,0.4285714285714284,0.75,0.3333333333333333,0.0,0.0,0.75,0.75,0.02666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12
131,0.1428571428571428,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.13333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13
132,0.2857142857142856,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.05333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16
133,0.1428571428571428,0.75,0.3333333333333333,0.0,0.6666666666666666,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
134,0.1428571428571428,0.75,0.6666666666666667,0.0,0.3333333333333333,1.0,0.25,0.05333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10
135,0.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9
136,0.2857142857142856,1.0,0.0,0.6666666666666667,0.0,0.25,0.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15
137,0.2857142857142856,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
138,0.1428571428571428,0.5,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13
139,0.2857142857142856,0.75,0.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,18
140,0.2857142857142856,0.25,0.0,0.0,0.0,1.0,1.0,0.05333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11
